,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
2549,Drumsticks,Blaze pizza,4,1,4.2,3.8,0.4
2550,Tune,Globe,9,3,3.6,2.0,1.6
2551,Burger,Southside,4,1,8.9,0.3,8.6
2552,Parmesan cheese,Southside,9,3,9.2,3.3,5.9
2553,Tune,Blaze pizza,4,1,9.9,8.1,1.8
2554,Drumsticks,Chick-fil-a,1,1,8.6,8.5,0.1
2555,Burger,Nue Vegan,4,1,8.0,2.1,5.9
2556,Fries,Halal Guys,9,3,6.1,5.2,0.9
2557,Chicken,Blaze pizza,1,1,9.3,9.1,0.2
2558,Pizza,Southside,1,1,9.2,7.8,1.4
2559,Burger,Ike's,2,1,9.5,6.7,2.8
2560,Chicken,Halal Guys,12,3,7.4,3.4,4.0
2561,Salad,Chipotle,3,1,5.8,1.3,4.5
2562,Fries,Akino sushi,1,1,6.0,2.4,3.6
2563,Salad,Chipotle,5,2,8.8,1.3,7.5
2564,Pizza,Globe,5,2,2.7,0.5,2.2
2565,Drumsticks,Halal Guys,2,1,7.9,3.1,4.8
2566,Fries,Blaze pizza,12,3,8.5,5.8,2.7
2567,Tune,Nue Vegan,10,3,4.9,2.6,2.3
2568,Drumsticks,Globe,7,2,7.5,2.9,4.6
2569,Fries,Blaze pizza,3,1,5.8,2.5,3.3
2570,Tune,Blaze pizza,5,2,8.0,7.3,0.7
2571,Pork,Chick-fil-a,9,3,4.1,2.3,1.8
2572,Burger,Akino sushi,2,1,5.8,2.2,3.6
2573,Salad,Southside,11,3,7.6,5.4,2.2
2574,Drumsticks,Chick-fil-a,11,3,1.9,0.7,1.2
2575,Salad,Halal Guys,2,1,6.6,2.9,3.7
2576,Tune,Akino sushi,2,1,3.5,2.2,1.3
2577,Pork,Flip kitchen,5,2,7.5,3.6,3.9
2578,Tune,Chipotle,5,2,2.8,0.3,2.5
2579,Beef,Akino sushi,3,1,9.5,8.0,1.5
2580,Burger,Ike's,2,1,1.6,0.7,0.9
2581,Tune,Flip kitchen,6,2,5.9,3.9,2.0
2582,Drumsticks,Globe,1,1,2.9,1.2,1.7
2583,Chicken,Akino sushi,7,2,3.5,2.2,1.3
2584,Burger,Nue Vegan,7,2,1.2,0.3,0.9
2585,Chicken,Nue Vegan,9,3,8.3,3.7,4.6
2586,Chicken,Halal Guys,8,2,1.6,1.0,0.6
2587,Parmesan cheese,Chick-fil-a,5,2,4.1,1.9,2.2
2588,Tune,Chipotle,4,1,2.5,1.3,1.2
2589,Burger,Akino sushi,3,1,8.8,5.8,3.0
2590,Parmesan cheese,Akino sushi,5,2,9.3,7.1,2.2
2591,Fries,Flip kitchen,12,3,8.0,5.9,2.1
2592,Burger,Blaze pizza,3,1,5.9,3.6,2.3
2593,Salad,Southside,7,2,5.5,3.3,2.2
2594,Fries,Blaze pizza,10,3,2.5,1.9,0.6
2595,Parmesan cheese,Flip kitchen,12,3,7.0,5.7,1.3
2596,Drumsticks,Blaze pizza,3,1,6.5,2.5,4.0
2597,Pizza,Globe,10,3,2.4,0.2,2.2
2598,Pizza,Chipotle,8,2,2.9,1.3,1.6
2599,Fries,Flip kitchen,10,3,5.0,2.8,2.2
2600,Drumsticks,Blaze pizza,4,1,4.6,4.6,0.0
2601,Pizza,Halal Guys,1,1,7.6,3.3,4.3
2602,Burger,Flip kitchen,2,1,3.4,0.8,2.6
2603,Drumsticks,Flip kitchen,10,3,7.1,4.7,2.4
2604,Tune,Ike's,10,3,2.8,1.4,1.4
2605,Salad,Chick-fil-a,11,3,5.8,1.0,4.8
2606,Beef,Ike's,5,2,1.7,1.1,0.6
2607,Burger,Southside,10,3,4.7,4.2,0.5
2608,Beef,Blaze pizza,9,3,8.8,8.4,0.4
2609,Tune,Chick-fil-a,2,1,7.4,6.6,0.8
2610,Salad,Halal Guys,9,3,4.1,1.5,2.6
2611,Burger,Akino sushi,6,2,3.0,0.4,2.6
2612,Salad,Akino sushi,6,2,6.0,5.2,0.8
2613,Tune,Akino sushi,12,3,5.7,3.8,1.9
2614,Burger,Chick-fil-a,11,3,6.7,3.2,3.5
2615,Pork,Akino sushi,4,1,1.1,0.8,0.3
2616,Beans,Akino sushi,7,2,8.6,4.6,4.0
2617,Drumsticks,Globe,3,1,7.9,5.8,2.1
2618,Drumsticks,Nue Vegan,11,3,5.4,2.0,3.4
2619,Pork,Halal Guys,11,3,7.6,4.5,3.1
2620,Chicken,Globe,9,3,4.1,2.6,1.5
2621,Beef,Flip kitchen,3,1,3.6,3.6,0.0
2622,Beef,Chipotle,10,3,9.7,6.0,3.7
2623,Pork,Ike's,11,3,3.0,1.1,1.9
2624,Drumsticks,Akino sushi,12,3,1.8,1.6,0.2
2625,Drumsticks,Southside,2,1,6.5,6.3,0.2
2626,Pizza,Ike's,6,2,9.9,2.2,7.7
2627,Tune,Globe,4,1,8.6,3.7,4.9
2628,Chicken,Halal Guys,12,3,7.8,5.7,2.1
2629,Burger,Chick-fil-a,12,3,1.1,1.0,0.1
2630,Pork,Flip kitchen,1,1,8.5,3.5,5.0
2631,Burger,Flip kitchen,6,2,2.5,0.4,2.1
2632,Pizza,Globe,7,2,8.8,7.9,0.9
2633,Burger,Globe,11,3,1.7,0.6,1.1
2634,Tune,Blaze pizza,6,2,8.0,2.8,5.2
2635,Beans,Chick-fil-a,1,1,3.7,1.7,2.0
2636,Burger,Nue Vegan,1,1,3.9,3.5,0.4
2637,Chicken,Globe,5,2,6.2,6.1,0.1
2638,Salad,Southside,8,2,7.0,4.0,3.0
2639,Pork,Halal Guys,3,1,5.0,4.6,0.4
2640,Chicken,Chick-fil-a,2,1,8.9,8.0,0.9
2641,Salad,Flip kitchen,6,2,9.1,4.4,4.7
2642,Pork,Akino sushi,3,1,3.5,1.1,2.4
2643,Pork,Akino sushi,7,2,2.3,2.0,0.3
2644,Chicken,Halal Guys,4,1,5.2,1.3,3.9
2645,Beef,Southside,12,3,1.8,0.6,1.2
2646,Tune,Southside,7,2,7.1,6.4,0.7
2647,Pork,Blaze pizza,4,1,8.4,0.2,8.2
2648,Parmesan cheese,Nue Vegan,3,1,2.6,0.5,2.1
2649,Beef,Chipotle,6,2,8.4,7.3,1.1
2650,Burger,Chick-fil-a,9,3,3.2,1.1,2.1
2651,Chicken,Nue Vegan,7,2,1.2,0.7,0.5
2652,Beans,Ike's,4,1,7.5,2.6,4.9
2653,Pizza,Globe,6,2,3.2,0.6,2.6
2654,Beef,Blaze pizza,12,3,8.6,5.1,3.5
2655,Parmesan cheese,Flip kitchen,3,1,6.0,5.6,0.4
2656,Burger,Flip kitchen,9,3,9.2,8.4,0.8
2657,Pork,Akino sushi,10,3,2.1,0.6,1.5
2658,Parmesan cheese,Chick-fil-a,5,2,5.3,2.5,2.8
2659,Salad,Nue Vegan,2,1,8.3,3.2,5.1
2660,Pork,Halal Guys,4,1,1.5,1.4,0.1
2661,Drumsticks,Nue Vegan,12,3,2.0,1.5,0.5
2662,Pork,Halal Guys,7,2,9.1,0.8,8.3
2663,Salad,Southside,7,2,4.3,0.6,3.7
2664,Beef,Chick-fil-a,3,1,2.9,1.4,1.5
2665,Pizza,Chick-fil-a,9,3,8.1,2.6,5.5
2666,Salad,Ike's,9,3,6.4,2.6,3.8
2667,Pizza,Chick-fil-a,9,3,7.7,3.0,4.7
2668,Beef,Ike's,1,1,1.8,0.2,1.6
2669,Beans,Blaze pizza,10,3,6.1,3.9,2.2
2670,Drumsticks,Southside,12,3,5.3,3.5,1.8
2671,Pork,Nue Vegan,4,1,7.5,2.8,4.7
2672,Burger,Nue Vegan,3,1,1.7,0.3,1.4
2673,Pork,Chick-fil-a,2,1,5.4,1.5,3.9
2674,Pizza,Chick-fil-a,2,1,9.4,7.1,2.3
2675,Burger,Flip kitchen,3,1,8.1,2.4,5.7
2676,Burger,Chick-fil-a,12,3,5.8,1.2,4.6
2677,Drumsticks,Globe,9,3,2.6,1.2,1.4
2678,Tune,Ike's,10,3,7.1,4.1,3.0
2679,Tune,Chipotle,6,2,4.4,1.4,3.0
2680,Pork,Globe,4,1,5.2,3.1,2.1
2681,Beans,Chick-fil-a,4,1,7.6,1.7,5.9
2682,Chicken,Flip kitchen,10,3,8.4,6.2,2.2
2683,Fries,Flip kitchen,10,3,5.4,3.2,2.2
2684,Pork,Flip kitchen,3,1,5.6,0.6,5.0
2685,Burger,Chick-fil-a,5,2,6.2,2.7,3.5
2686,Beef,Blaze pizza,12,3,6.8,5.0,1.8
2687,Beef,Chipotle,12,3,6.4,1.2,5.2
2688,Parmesan cheese,Akino sushi,11,3,4.7,4.6,0.1
2689,Pork,Chick-fil-a,7,2,2.5,2.4,0.1
2690,Parmesan cheese,Akino sushi,3,1,6.6,0.8,5.8
2691,Burger,Akino sushi,9,3,3.5,3.2,0.3
2692,Salad,Flip kitchen,12,3,3.0,2.1,0.9
2693,Drumsticks,Blaze pizza,2,1,7.0,6.3,0.7
2694,Pork,Chipotle,10,3,7.5,4.1,3.4
2695,Fries,Chipotle,5,2,5.9,3.5,2.4
2696,Chicken,Akino sushi,2,1,1.7,1.4,0.3
2697,Beef,Nue Vegan,6,2,5.1,1.9,3.2
2698,Chicken,Akino sushi,1,1,9.2,9.1,0.1
2699,Chicken,Chick-fil-a,4,1,3.3,1.9,1.4
2700,Salad,Blaze pizza,3,1,9.3,0.6,8.7
2701,Parmesan cheese,Globe,7,2,9.8,4.4,5.4
2702,Beef,Flip kitchen,3,1,4.4,2.2,2.2
2703,Salad,Nue Vegan,3,1,4.6,4.0,0.6
2704,Tune,Blaze pizza,3,1,2.4,0.2,2.2
2705,Chicken,Southside,6,2,3.2,0.3,2.9
2706,Tune,Nue Vegan,12,3,8.2,0.2,8.0
2707,Drumsticks,Flip kitchen,5,2,4.3,3.2,1.1
2708,Chicken,Akino sushi,12,3,9.7,0.9,8.8
2709,Beef,Akino sushi,1,1,2.9,1.2,1.7
2710,Pork,Halal Guys,6,2,1.3,0.8,0.5
2711,Salad,Chipotle,1,1,4.0,1.5,2.5
2712,Beans,Chipotle,7,2,3.7,0.1,3.6
2713,Tune,Southside,1,1,1.7,1.1,0.6
2714,Beef,Ike's,11,3,3.6,2.0,1.6
2715,Burger,Southside,7,2,3.8,1.0,2.8
2716,Chicken,Chipotle,10,3,4.5,3.9,0.6
2717,Beans,Chipotle,1,1,6.8,3.2,3.6
2718,Burger,Ike's,6,2,2.9,2.4,0.5
2719,Salad,Nue Vegan,9,3,8.4,6.1,2.3
2720,Pizza,Globe,9,3,8.2,1.1,7.1
2721,Burger,Chipotle,11,3,3.7,1.9,1.8
2722,Drumsticks,Chipotle,2,1,9.9,5.3,4.6
2723,Pork,Ike's,7,2,8.3,0.8,7.5
2724,Burger,Halal Guys,12,3,10.0,7.6,2.4
2725,Salad,Flip kitchen,4,1,6.0,0.4,5.6
2726,Pork,Akino sushi,9,3,3.0,1.5,1.5
2727,Fries,Akino sushi,10,3,9.5,3.1,6.4
2728,Beef,Ike's,6,2,9.0,2.1,6.9
2729,Chicken,Ike's,8,2,8.2,1.2,7.0
2730,Beans,Akino sushi,3,1,2.4,1.5,0.9
2731,Pork,Southside,2,1,5.8,5.5,0.3
2732,Beans,Blaze pizza,8,2,8.4,7.7,0.7
2733,Fries,Ike's,6,2,1.6,0.8,0.8
2734,Drumsticks,Ike's,8,2,3.9,0.8,3.1
2735,Drumsticks,Southside,4,1,2.0,0.2,1.8
2736,Beef,Southside,5,2,7.3,6.3,1.0
2737,Pizza,Globe,11,3,8.7,4.6,4.1
2738,Salad,Chick-fil-a,11,3,5.5,0.3,5.2
2739,Burger,Halal Guys,4,1,1.1,0.9,0.2
2740,Salad,Ike's,12,3,7.8,0.2,7.6
2741,Pork,Ike's,3,1,7.8,1.7,6.1
2742,Tune,Nue Vegan,11,3,3.6,2.2,1.4
2743,Tune,Halal Guys,11,3,8.9,5.2,3.7
2744,Beans,Akino sushi,8,2,8.3,0.7,7.6
2745,Burger,Blaze pizza,7,2,4.3,1.8,2.5
2746,Burger,Akino sushi,4,1,9.2,7.6,1.6
2747,Burger,Globe,11,3,1.3,0.9,0.4
2748,Beef,Blaze pizza,9,3,5.8,5.2,0.6
2749,Pizza,Flip kitchen,3,1,5.8,4.7,1.1
2750,Pizza,Chick-fil-a,5,2,5.6,3.2,2.4
2751,Beans,Chipotle,3,1,4.9,1.5,3.4
2752,Burger,Ike's,6,2,1.5,0.5,1.0
2753,Pizza,Ike's,5,2,3.8,2.6,1.2
2754,Burger,Flip kitchen,10,3,7.5,0.4,7.1
2755,Pizza,Southside,8,2,8.9,8.4,0.5
2756,Burger,Ike's,5,2,6.8,3.5,3.3
2757,Parmesan cheese,Nue Vegan,8,2,7.4,4.3,3.1
2758,Drumsticks,Chick-fil-a,9,3,1.5,1.4,0.1
2759,Burger,Blaze pizza,5,2,3.8,3.2,0.6
2760,Burger,Globe,6,2,6.6,2.6,4.0
2761,Pork,Ike's,10,3,2.8,0.0,2.8
2762,Beans,Globe,5,2,3.3,2.8,0.5
2763,Pork,Ike's,6,2,7.3,5.2,2.1
2764,Burger,Blaze pizza,7,2,2.6,2.5,0.1
2765,Drumsticks,Flip kitchen,12,3,2.2,1.9,0.3
2766,Burger,Chick-fil-a,10,3,1.0,0.7,0.3
2767,Pizza,Chick-fil-a,5,2,2.4,1.4,1.0
2768,Pizza,Ike's,3,1,1.9,1.1,0.8
2769,Salad,Blaze pizza,4,1,2.7,0.4,2.3
2770,Burger,Globe,12,3,4.8,3.7,1.1
2771,Beef,Flip kitchen,7,2,1.4,1.0,0.4
2772,Parmesan cheese,Ike's,8,2,8.4,2.2,6.2
2773,Burger,Chick-fil-a,9,3,9.0,2.5,6.5
2774,Drumsticks,Flip kitchen,7,2,3.6,0.7,2.9
2775,Pizza,Nue Vegan,12,3,5.6,4.4,1.2
2776,Chicken,Chick-fil-a,10,3,1.8,1.1,0.7
2777,Burger,Globe,6,2,1.1,0.3,0.8
2778,Tune,Halal Guys,3,1,7.2,5.8,1.4
2779,Fries,Globe,7,2,8.0,4.1,3.9
2780,Burger,Nue Vegan,7,2,4.8,2.9,1.9
2781,Tune,Southside,12,3,8.8,0.3,8.5
2782,Drumsticks,Chick-fil-a,6,2,4.0,2.0,2.0
2783,Salad,Akino sushi,6,2,9.8,0.8,9.0
2784,Burger,Blaze pizza,7,2,1.8,1.4,0.4
2785,Beans,Blaze pizza,3,1,8.4,7.3,1.1
2786,Burger,Globe,6,2,8.0,0.9,7.1
2787,Parmesan cheese,Flip kitchen,8,2,3.1,2.1,1.0
2788,Parmesan cheese,Blaze pizza,3,1,1.7,0.9,0.8
2789,Beans,Nue Vegan,1,1,5.2,0.1,5.1
2790,Burger,Ike's,5,2,4.7,1.2,3.5
2791,Chicken,Nue Vegan,7,2,1.5,1.0,0.5
2792,Chicken,Blaze pizza,1,1,1.3,0.3,1.0
2793,Drumsticks,Chick-fil-a,3,1,2.0,1.3,0.7
2794,Chicken,Halal Guys,7,2,8.8,0.5,8.3
2795,Fries,Akino sushi,3,1,4.2,2.9,1.3
2796,Fries,Ike's,6,2,9.8,6.6,3.2
2797,Salad,Flip kitchen,5,2,5.1,4.1,1.0
2798,Tune,Nue Vegan,1,1,2.0,1.9,0.1
2799,Pork,Halal Guys,5,2,2.4,1.4,1.0
2800,Beans,Halal Guys,11,3,6.7,0.3,6.4
2801,Drumsticks,Nue Vegan,5,2,6.6,2.3,4.3
2802,Pork,Nue Vegan,11,3,8.7,6.9,1.8
2803,Tune,Chipotle,11,3,2.4,1.3,1.1
2804,Chicken,Flip kitchen,3,1,3.1,1.5,1.6
2805,Pork,Chipotle,1,1,5.1,4.4,0.7
2806,Chicken,Globe,10,3,4.6,2.3,2.3
2807,Drumsticks,Southside,1,1,6.3,1.0,5.3
2808,Beef,Nue Vegan,8,2,4.0,1.2,2.8
2809,Pizza,Ike's,7,2,1.9,1.7,0.2
2810,Drumsticks,Globe,4,1,3.9,1.7,2.2
2811,Parmesan cheese,Nue Vegan,1,1,7.7,3.0,4.7
2812,Tune,Halal Guys,5,2,10.0,4.1,5.9
2813,Drumsticks,Nue Vegan,9,3,4.1,3.7,0.4
2814,Burger,Ike's,3,1,7.5,3.1,4.4
2815,Beans,Ike's,11,3,1.8,1.0,0.8
2816,Chicken,Akino sushi,3,1,7.9,5.4,2.5
2817,Pizza,Chipotle,10,3,3.6,2.5,1.1
2818,Fries,Southside,1,1,6.2,0.9,5.3
2819,Fries,Chick-fil-a,10,3,4.6,4.3,0.3
2820,Beans,Blaze pizza,4,1,4.5,2.6,1.9
2821,Beans,Flip kitchen,8,2,2.0,0.6,1.4
2822,Drumsticks,Chipotle,4,1,5.8,3.1,2.7
2823,Beans,Nue Vegan,6,2,1.5,0.5,1.0
2824,Burger,Globe,1,1,2.0,1.5,0.5
2825,Burger,Flip kitchen,3,1,6.6,4.0,2.6
2826,Pork,Southside,2,1,6.8,4.2,2.6
2827,Pork,Chipotle,2,1,2.2,1.5,0.7
2828,Chicken,Ike's,7,2,7.8,2.9,4.9
2829,Parmesan cheese,Chick-fil-a,1,1,2.3,1.0,1.3
2830,Pork,Ike's,8,2,6.9,5.2,1.7
2831,Chicken,Akino sushi,1,1,9.1,4.7,4.4
2832,Beans,Chick-fil-a,3,1,1.1,0.6,0.5
2833,Pork,Flip kitchen,7,2,9.2,5.4,3.8
2834,Burger,Nue Vegan,7,2,6.2,5.9,0.3
2835,Drumsticks,Halal Guys,9,3,6.7,1.8,4.9
2836,Burger,Chick-fil-a,8,2,2.4,2.1,0.3
2837,Pizza,Flip kitchen,7,2,8.1,5.8,2.3
2838,Chicken,Globe,1,1,8.8,5.7,3.1
2839,Chicken,Southside,10,3,7.3,3.5,3.8
2840,Beans,Chipotle,6,2,4.8,4.6,0.2
2841,Pork,Halal Guys,2,1,9.1,1.3,7.8
2842,Burger,Chipotle,9,3,2.6,1.8,0.8
2843,Burger,Akino sushi,10,3,5.7,5.4,0.3
2844,Salad,Ike's,5,2,4.3,3.7,0.6
2845,Salad,Southside,5,2,9.4,6.9,2.5
2846,Beef,Globe,11,3,2.6,0.5,2.1
2847,Parmesan cheese,Akino sushi,12,3,5.8,3.9,1.9
2848,Drumsticks,Chick-fil-a,11,3,1.1,0.7,0.4
2849,Pizza,Globe,7,2,3.2,1.0,2.2
2850,Beef,Chick-fil-a,8,2,6.1,0.3,5.8
2851,Drumsticks,Chipotle,1,1,6.9,1.8,5.1
2852,Chicken,Blaze pizza,2,1,1.9,1.4,0.5
2853,Beef,Chick-fil-a,10,3,8.4,7.0,1.4
2854,Fries,Ike's,4,1,8.7,7.6,1.1
2855,Chicken,Chick-fil-a,7,2,6.6,1.7,4.9
2856,Pizza,Chick-fil-a,6,2,7.4,6.4,1.0
2857,Beef,Ike's,6,2,8.4,2.9,5.5
2858,Chicken,Nue Vegan,10,3,2.2,1.4,0.8
2859,Fries,Chipotle,4,1,7.1,5.1,2.0
2860,Burger,Halal Guys,5,2,6.8,1.7,5.1
2861,Pork,Akino sushi,7,2,4.1,2.2,1.9
2862,Chicken,Blaze pizza,5,2,5.1,2.8,2.3
2863,Beef,Flip kitchen,10,3,1.5,0.3,1.2
2864,Parmesan cheese,Flip kitchen,7,2,1.5,0.7,0.8
2865,Chicken,Halal Guys,7,2,1.1,0.1,1.0
2866,Burger,Blaze pizza,4,1,4.3,3.0,1.3
2867,Pizza,Halal Guys,12,3,3.5,2.9,0.6
2868,Beans,Nue Vegan,8,2,1.6,0.6,1.0
2869,Parmesan cheese,Flip kitchen,1,1,6.0,4.6,1.4
2870,Pizza,Halal Guys,10,3,2.2,1.8,0.4
2871,Fries,Southside,3,1,8.7,0.9,7.8
2872,Salad,Akino sushi,7,2,2.6,0.8,1.8
2873,Pork,Nue Vegan,11,3,5.4,4.8,0.6
2874,Pork,Ike's,11,3,1.3,0.3,1.0
2875,Burger,Southside,8,2,3.2,2.4,0.8
2876,Salad,Blaze pizza,3,1,5.1,2.7,2.4
2877,Salad,Flip kitchen,12,3,1.6,0.6,1.0
2878,Pork,Southside,11,3,7.7,7.2,0.5
2879,Pizza,Chick-fil-a,6,2,5.0,4.9,0.1
2880,Beef,Flip kitchen,12,3,8.9,0.7,8.2
2881,Parmesan cheese,Flip kitchen,6,2,4.4,1.6,2.8
2882,Burger,Ike's,7,2,7.4,1.0,6.4
2883,Pizza,Southside,8,2,7.6,4.1,3.5
2884,Salad,Chick-fil-a,11,3,6.6,4.9,1.7
2885,Drumsticks,Ike's,4,1,8.3,2.9,5.4
2886,Salad,Akino sushi,6,2,2.7,0.8,1.9
2887,Pork,Globe,4,1,2.2,2.0,0.2
2888,Salad,Blaze pizza,12,3,5.3,2.6,2.7
2889,Tune,Nue Vegan,1,1,4.5,3.3,1.2
2890,Beans,Akino sushi,8,2,6.1,4.7,1.4
2891,Fries,Southside,6,2,8.5,4.6,3.9
2892,Pizza,Chipotle,7,2,4.7,3.2,1.5
2893,Salad,Chick-fil-a,6,2,2.5,1.8,0.7
2894,Drumsticks,Chick-fil-a,10,3,5.0,3.1,1.9
2895,Pork,Halal Guys,7,2,6.8,3.0,3.8
2896,Fries,Akino sushi,11,3,9.8,6.0,3.8
2897,Pizza,Ike's,10,3,9.4,6.4,3.0
2898,Fries,Akino sushi,4,1,8.1,3.2,4.9
2899,Tune,Chipotle,1,1,5.7,0.4,5.3
2900,Pork,Akino sushi,6,2,9.4,8.9,0.5
2901,Pizza,Halal Guys,10,3,8.5,3.8,4.7
2902,Pork,Ike's,5,2,1.8,1.7,0.1
2903,Tune,Chick-fil-a,9,3,6.4,1.2,5.2
2904,Pork,Chipotle,4,1,2.6,0.8,1.8
2905,Pork,Ike's,12,3,7.6,1.1,6.5
2906,Salad,Blaze pizza,3,1,9.6,3.9,5.7
2907,Burger,Flip kitchen,8,2,9.2,0.2,9.0
2908,Fries,Chipotle,1,1,9.8,2.9,6.9
2909,Tune,Southside,9,3,2.0,1.0,1.0
2910,Chicken,Nue Vegan,7,2,8.6,8.2,0.4
2911,Drumsticks,Nue Vegan,8,2,8.0,1.6,6.4
2912,Parmesan cheese,Flip kitchen,7,2,8.2,6.4,1.8
2913,Beans,Chipotle,7,2,3.0,0.3,2.7
2914,Pizza,Chick-fil-a,10,3,2.9,1.4,1.5
2915,Beef,Chipotle,2,1,2.1,0.2,1.9
2916,Salad,Blaze pizza,5,2,8.8,8.4,0.4
2917,Burger,Nue Vegan,8,2,1.6,0.6,1.0
2918,Tune,Flip kitchen,10,3,7.4,2.7,4.7
2919,Beef,Flip kitchen,8,2,7.6,7.4,0.2
2920,Drumsticks,Nue Vegan,12,3,9.4,0.6,8.8
2921,Pork,Chipotle,2,1,8.6,5.0,3.6
2922,Fries,Nue Vegan,1,1,6.3,1.7,4.6
2923,Drumsticks,Akino sushi,2,1,7.2,6.0,1.2
2924,Tune,Flip kitchen,3,1,2.1,1.3,0.8
2925,Drumsticks,Chick-fil-a,8,2,8.7,2.8,5.9
2926,Pork,Globe,9,3,5.4,2.3,3.1
2927,Chicken,Ike's,4,1,6.7,3.6,3.1
2928,Beans,Chipotle,12,3,4.9,4.3,0.6
2929,Fries,Nue Vegan,10,3,3.5,3.4,0.1
2930,Pork,Flip kitchen,6,2,10.0,5.0,5.0
2931,Beef,Akino sushi,2,1,8.4,5.8,2.6
2932,Pizza,Chick-fil-a,8,2,9.4,1.0,8.4
2933,Burger,Chick-fil-a,1,1,4.8,1.9,2.9
2934,Tune,Halal Guys,2,1,9.7,1.3,8.4
2935,Beef,Nue Vegan,8,2,5.9,1.4,4.5
2936,Fries,Ike's,8,2,3.5,1.8,1.7
2937,Chicken,Chipotle,10,3,5.6,5.4,0.2
2938,Parmesan cheese,Chipotle,5,2,1.0,0.1,0.9
2939,Beef,Flip kitchen,9,3,2.3,0.9,1.4
2940,Burger,Nue Vegan,6,2,2.1,0.5,1.6
2941,Pork,Globe,8,2,5.7,5.4,0.3
2942,Salad,Globe,1,1,2.2,0.4,1.8
2943,Salad,Chipotle,2,1,1.8,1.0,0.8
2944,Beef,Globe,12,3,9.8,6.8,3.0
2945,Fries,Flip kitchen,8,2,2.8,1.5,1.3
2946,Chicken,Chick-fil-a,4,1,8.5,6.9,1.6
2947,Salad,Nue Vegan,1,1,3.0,0.5,2.5
2948,Salad,Chipotle,7,2,6.8,5.4,1.4
2949,Pork,Akino sushi,4,1,2.4,0.8,1.6
2950,Salad,Halal Guys,3,1,8.3,3.5,4.8
2951,Drumsticks,Ike's,12,3,1.2,1.0,0.2
2952,Pizza,Southside,1,1,8.7,8.6,0.1
2953,Burger,Akino sushi,3,1,8.1,0.9,7.2
2954,Parmesan cheese,Ike's,3,1,5.2,2.3,2.9
2955,Pizza,Globe,12,3,3.7,1.6,2.1
2956,Salad,Chick-fil-a,8,2,5.8,5.4,0.4
2957,Chicken,Globe,2,1,7.9,1.2,6.7
2958,Pork,Southside,12,3,6.3,1.8,4.5
2959,Drumsticks,Akino sushi,5,2,3.7,0.5,3.2
2960,Fries,Chipotle,4,1,3.7,0.1,3.6
2961,Tune,Globe,5,2,6.5,3.8,2.7
2962,Salad,Southside,10,3,1.4,1.0,0.4
2963,Beef,Southside,4,1,1.1,0.9,0.2
2964,Fries,Chipotle,8,2,7.5,6.7,0.8
2965,Chicken,Akino sushi,4,1,6.0,0.9,5.1
2966,Chicken,Chipotle,7,2,9.8,8.4,1.4
2967,Tune,Globe,4,1,6.7,0.7,6.0
2968,Pork,Globe,6,2,1.6,1.0,0.6
2969,Fries,Nue Vegan,3,1,5.1,1.6,3.5
2970,Beans,Chipotle,4,1,5.1,1.0,4.1
2971,Chicken,Flip kitchen,6,2,9.0,8.7,0.3
2972,Drumsticks,Flip kitchen,8,2,9.6,0.6,9.0
2973,Parmesan cheese,Blaze pizza,7,2,1.9,1.6,0.3
2974,Beans,Nue Vegan,2,1,6.8,0.6,6.2
2975,Tune,Akino sushi,12,3,8.3,3.4,4.9
2976,Burger,Globe,2,1,2.3,0.6,1.7
2977,Chicken,Flip kitchen,8,2,8.4,1.4,7.0
2978,Beef,Chick-fil-a,12,3,3.3,1.2,2.1
2979,Tune,Blaze pizza,8,2,5.6,3.6,2.0
2980,Drumsticks,Akino sushi,5,2,4.4,3.7,0.7
2981,Drumsticks,Blaze pizza,8,2,2.0,1.3,0.7
2982,Beans,Globe,8,2,9.5,3.4,6.1
2983,Parmesan cheese,Akino sushi,3,1,4.8,0.4,4.4
2984,Beans,Flip kitchen,4,1,9.3,5.8,3.5
2985,Beef,Southside,3,1,7.1,3.0,4.1
2986,Salad,Blaze pizza,12,3,8.0,3.3,4.7
2987,Pork,Ike's,11,3,6.7,4.9,1.8
2988,Salad,Southside,3,1,6.2,5.7,0.5
2989,Fries,Ike's,12,3,4.7,1.3,3.4
2990,Pizza,Akino sushi,4,1,2.8,1.7,1.1
2991,Tune,Halal Guys,9,3,3.6,1.1,2.5
2992,Beef,Blaze pizza,1,1,3.9,1.8,2.1
2993,Tune,Ike's,10,3,9.0,2.8,6.2
2994,Drumsticks,Chipotle,2,1,2.1,1.5,0.6
2995,Drumsticks,Blaze pizza,2,1,6.0,3.4,2.6
2996,Chicken,Chipotle,7,2,4.8,2.1,2.7
2997,Chicken,Halal Guys,9,3,3.7,2.6,1.1
2998,Salad,Flip kitchen,12,3,8.6,7.1,1.5
2999,Salad,Chick-fil-a,5,2,4.7,0.9,3.8
3000,Burger,Flip kitchen,10,3,8.2,6.2,2.0
3001,Drumsticks,Chipotle,7,2,5.5,0.9,4.6
3002,Fries,Globe,3,1,6.3,0.3,6.0
3003,Tune,Ike's,12,3,5.8,2.6,3.2
3004,Tune,Nue Vegan,8,2,8.2,7.0,1.2
3005,Tune,Ike's,12,3,3.2,0.7,2.5
3006,Pizza,Flip kitchen,11,3,4.8,4.0,0.8
